Rise_Time_ps,Slew_Rate_V_ns,Eye_Opening_mV
50.0,0.5,167.11614334715833
50.0,0.7368421052631579,176.14537718176038
50.0,0.9736842105263157,177.24142804338504
50.0,1.2105263157894737,172.217486933902
50.0,1.4473684210526314,179.97034573767243
50.0,1.6842105263157894,185.59904088001684
50.0,1.9210526315789473,175.8634999101826
50.0,2.1578947368421053,189.29574833032072
50.0,2.394736842105263,185.6342496263234
50.0,2.631578947368421,191.53720386928157
50.0,2.8684210526315788,182.49949369097163
50.0,3.1052631578947367,174.92295791773003
50.0,3.3421052631578947,173.44123517900522
50.0,3.5789473684210527,179.4509510490964
50.0,3.81578947368421,178.1407177717653
50.0,4.052631578947368,169.95210108500427
50.0,4.289473684210526,175.2982254517816
50.0,4.526315789473684,161.42924179391835
50.0,4.763157894736842,167.03802205939502
50.0,5.0,158.9449190011877
68.75,0.5,162.9908194609892
68.75,0.7368421052631579,168.85541440921367
68.75,0.9736842105263157,166.68477527884338
68.75,1.2105263157894737,171.43248543674562
68.75,1.4473684210526314,180.75514825659852
68.75,1.6842105263157894,175.20764591554214
68.75,1.9210526315789473,184.63898687611518
68.75,2.1578947368421053,177.18041309513296
68.75,2.394736842105263,187.84638931062904
68.75,2.631578947368421,192.14205362960527
68.75,2.8684210526315788,170.20756697304776
68.75,3.1052631578947367,176.21289214370026
68.75,3.3421052631578947,180.71430800432375
68.75,3.5789473684210527,174.44529938557451
68.75,3.81578947368421,174.94783463001443
68.75,4.052631578947368,167.7037582769472
68.75,4.289473684210526,168.78821209525924
68.75,4.526315789473684,165.20845592830275
68.75,4.763157894736842,169.45733136093062
68.75,5.0,162.52210421650608
87.5,0.5,164.18801331037602
87.5,0.7368421052631579,162.80903622201924
87.5,0.9736842105263157,164.79881098490068
87.5,1.2105263157894737,167.44247221879664
87.5,1.4473684210526314,173.9459449224178
87.5,1.6842105263157894,172.2371828590566
87.5,1.9210526315789473,178.15940060027154
87.5,2.1578947368421053,189.45595136164823
87.5,2.394736842105263,185.80299193821108
87.5,2.631578947368421,179.55409286547658
87.5,2.8684210526315788,184.82185908450396
87.5,3.1052631578947367,174.40699155594487
87.5,3.3421052631578947,163.88832469253177
87.5,3.5789473684210527,166.67009476120245
87.5,3.81578947368421,159.9881456580286
87.5,4.052631578947368,165.21611679031977
87.5,4.289473684210526,164.6973550538425
87.5,4.526315789473684,170.61902866663957
87.5,4.763157894736842,161.5030579214524
87.5,5.0,156.40449735595567
106.25,0.5,162.89702790591744
106.25,0.7368421052631579,150.06274450759216
106.25,0.9736842105263157,164.664914895806
106.25,1.2105263157894737,169.70958912732956
106.25,1.4473684210526314,160.83075298162709
106.25,1.6842105263157894,176.31087547919253
106.25,1.9210526315789473,174.65300835326155
106.25,2.1578947368421053,173.25250779891704
106.25,2.394736842105263,180.86127775158405
106.25,2.631578947368421,188.78767481533777
106.25,2.8684210526315788,175.9751207489767
106.25,3.1052631578947367,173.9384713525543
106.25,3.3421052631578947,168.0321428707198
106.25,3.5789473684210527,163.71130446846553
106.25,3.81578947368421,169.7437843458791
106.25,4.052631578947368,158.943265080982
106.25,4.289473684210526,161.2130943439917
106.25,4.526315789473684,156.09855487143756
106.25,4.763157894736842,158.51332018136355
106.25,5.0,155.41831052643474
125.0,0.5,160.1876997212895
125.0,0.7368421052631579,154.81833905835785
125.0,0.9736842105263157,158.3874674287963
125.0,1.2105263157894737,157.2114445789832
125.0,1.4473684210526314,162.25221791014573
125.0,1.6842105263157894,168.72860772838214
125.0,1.9210526315789473,172.99546939901623
125.0,2.1578947368421053,166.9681207475329
125.0,2.394736842105263,178.29539802158092
125.0,2.631578947368421,180.46239982034052
125.0,2.8684210526315788,173.38296398980273
125.0,3.1052631578947367,178.33134748384296
125.0,3.3421052631578947,162.71000137290318
125.0,3.5789473684210527,157.9872527992324
125.0,3.81578947368421,152.9485040186365
125.0,4.052631578947368,166.95390576797223
125.0,4.289473684210526,160.37709143966504
125.0,4.526315789473684,154.45891875071086
125.0,4.763157894736842,153.7682641842307
125.0,5.0,144.3725547635081
143.75,0.5,163.47875989808412
143.75,0.7368421052631579,154.26452696250772
143.75,0.9736842105263157,156.53381607828763
143.75,1.2105263157894737,161.9840962773882
143.75,1.4473684210526314,163.12873036920988
143.75,1.6842105263157894,164.21152538455354
143.75,1.9210526315789473,161.5081540385629
143.75,2.1578947368421053,170.18628915410102
143.75,2.394736842105263,179.6074909034278
143.75,2.631578947368421,176.66131075709066
143.75,2.8684210526315788,175.5317226068812
143.75,3.1052631578947367,162.6412900388967
143.75,3.3421052631578947,157.88092326712814
143.75,3.5789473684210527,159.83159171529124
143.75,3.81578947368421,158.37072982460137
143.75,4.052631578947368,161.19464180288108
143.75,4.289473684210526,144.89294000932065
143.75,4.526315789473684,158.6345937025662
143.75,4.763157894736842,147.82838155973664
143.75,5.0,144.1155946502629
162.5,0.5,142.43947812369916
162.5,0.7368421052631579,141.59413769330274
162.5,0.9736842105263157,156.35269502507273
162.5,1.2105263157894737,154.97185299383676
162.5,1.4473684210526314,150.52387971182102
162.5,1.6842105263157894,152.8667114028398
162.5,1.9210526315789473,160.03160281933884
162.5,2.1578947368421053,172.42405499486802
162.5,2.394736842105263,165.1494116642346
162.5,2.631578947368421,158.66849576072525
162.5,2.8684210526315788,162.5870741532545
162.5,3.1052631578947367,160.08375057231427
162.5,3.3421052631578947,145.5945141537132
162.5,3.5789473684210527,156.43905198320041
162.5,3.81578947368421,153.1874326121145
162.5,4.052631578947368,155.45471603459342
162.5,4.289473684210526,158.85004363262146
162.5,4.526315789473684,152.86966725300195
162.5,4.763157894736842,143.52397759985743
162.5,5.0,136.96737045629166
181.25,0.5,156.6167990162493
181.25,0.7368421052631579,146.41451322270404
181.25,0.9736842105263157,148.55648856482787
181.25,1.2105263157894737,150.73463772234473
181.25,1.4473684210526314,154.21410801436556
181.25,1.6842105263157894,154.87030320353819
181.25,1.9210526315789473,155.0922162813883
181.25,2.1578947368421053,157.5946526622191
181.25,2.394736842105263,162.53360206997263
181.25,2.631578947368421,159.71708667064695
181.25,2.8684210526315788,156.5015605602984
181.25,3.1052631578947367,158.2295195595121
181.25,3.3421052631578947,154.05406128131676
181.25,3.5789473684210527,160.48049125870293
181.25,3.81578947368421,137.33725622119283
181.25,4.052631578947368,153.68121847013865
181.25,4.289473684210526,152.08568912038288
181.25,4.526315789473684,133.1198909432224
181.25,4.763157894736842,139.40498308222985
181.25,5.0,136.89279567002103
200.0,0.5,132.96244152641088
200.0,0.7368421052631579,138.4793376146772
200.0,0.9736842105263157,139.183962877934
200.0,1.2105263157894737,155.86661537501286
200.0,1.4473684210526314,154.15207617626362
200.0,1.6842105263157894,158.19988073812868
200.0,1.9210526315789473,157.81888663600566
200.0,2.1578947368421053,150.9336885123349
200.0,2.394736842105263,156.32476708965376
200.0,2.631578947368421,161.13108333245538
200.0,2.8684210526315788,150.2051504292245
200.0,3.1052631578947367,157.51236057191457
200.0,3.3421052631578947,150.37732037763035
200.0,3.5789473684210527,147.33642227804148
200.0,3.81578947368421,150.39690510417535
200.0,4.052631578947368,146.69500076795651
200.0,4.289473684210526,140.30043232879933
200.0,4.526315789473684,145.5334911220844
200.0,4.763157894736842,131.9631044146321
200.0,5.0,138.07967803472133
218.75,0.5,139.21550628984193
218.75,0.7368421052631579,137.07068885606165
218.75,0.9736842105263157,142.61750721647374
218.75,1.2105263157894737,137.09969527596823
218.75,1.4473684210526314,150.34381930656082
218.75,1.6842105263157894,147.16759458094293
218.75,1.9210526315789473,147.8469112131943
218.75,2.1578947368421053,158.0739934976055
218.75,2.394736842105263,151.67564996833883
218.75,2.631578947368421,147.89190404449798
218.75,2.8684210526315788,144.7826436060647
218.75,3.1052631578947367,153.22741817778083
218.75,3.3421052631578947,141.42680060593963
218.75,3.5789473684210527,154.2344972257113
218.75,3.81578947368421,132.68245822373927
218.75,4.052631578947368,149.20596605197653
218.75,4.289473684210526,139.41035049390783
218.75,4.526315789473684,135.50327654591118
218.75,4.763157894736842,130.89382561858685
218.75,5.0,133.24568057176035
237.5,0.5,132.31182648787575
237.5,0.7368421052631579,140.3849304627142
237.5,0.9736842105263157,137.80798034857335
237.5,1.2105263157894737,140.35677196520413
237.5,1.4473684210526314,140.15562314945703
237.5,1.6842105263157894,144.05737714455256
237.5,1.9210526315789473,148.24953516024976
237.5,2.1578947368421053,140.52810540513792
237.5,2.394736842105263,144.70644131052407
237.5,2.631578947368421,154.90053099642935
237.5,2.8684210526315788,149.67011666432393
237.5,3.1052631578947367,145.52745173928923
237.5,3.3421052631578947,144.171117033748
237.5,3.5789473684210527,143.44843484259783
237.5,3.81578947368421,136.64330686161108
237.5,4.052631578947368,133.08216058351476
237.5,4.289473684210526,135.58448943338314
237.5,4.526315789473684,127.34497821718799
237.5,4.763157894736842,131.90968483120395
237.5,5.0,118.98708197881079
256.25,0.5,133.8957781866282
256.25,0.7368421052631579,133.4814084646968
256.25,0.9736842105263157,134.76699077683253
256.25,1.2105263157894737,140.7687180776223
256.25,1.4473684210526314,146.55105643283918
256.25,1.6842105263157894,145.66395558824854
256.25,1.9210526315789473,133.75615515913125
256.25,2.1578947368421053,138.93106253474252
256.25,2.394736842105263,144.57327553257423
256.25,2.631578947368421,147.56466577736995
256.25,2.8684210526315788,147.65408457602985
256.25,3.1052631578947367,139.0686493552853
256.25,3.3421052631578947,141.26278119080644
256.25,3.5789473684210527,134.18361165402285
256.25,3.81578947368421,132.53451624819814
256.25,4.052631578947368,126.19037872628522
256.25,4.289473684210526,126.23909692734021
256.25,4.526315789473684,121.72841907718148
256.25,4.763157894736842,121.23905478774492
256.25,5.0,129.0182089830392
275.0,0.5,120.25300555584029
275.0,0.7368421052631579,140.53033137681854
275.0,0.9736842105263157,132.2034316096676
275.0,1.2105263157894737,133.0294437763691
275.0,1.4473684210526314,130.18189530962024
275.0,1.6842105263157894,140.34365466020284
275.0,1.9210526315789473,136.33233718460062
275.0,2.1578947368421053,142.18899644164784
275.0,2.394736842105263,156.7477911123966
275.0,2.631578947368421,143.20391102769253
275.0,2.8684210526315788,147.0621561051126
275.0,3.1052631578947367,135.43148629542318
275.0,3.3421052631578947,136.40400491593624
275.0,3.5789473684210527,143.06452949396703
275.0,3.81578947368421,128.70726997421906
275.0,4.052631578947368,138.53592700051098
275.0,4.289473684210526,130.6440228351721
275.0,4.526315789473684,121.92450822579181
275.0,4.763157894736842,125.53045974790919
275.0,5.0,124.86277224813365
293.75,0.5,124.35904981108598
293.75,0.7368421052631579,115.7672974531793
293.75,0.9736842105263157,122.35115622613881
293.75,1.2105263157894737,127.11766998013722
293.75,1.4473684210526314,130.35151706502606
293.75,1.6842105263157894,136.19546575091127
293.75,1.9210526315789473,136.34903132045574
293.75,2.1578947368421053,131.15222557487053
293.75,2.394736842105263,142.09835767608246
293.75,2.631578947368421,142.9871392527349
293.75,2.8684210526315788,140.3647417133394
293.75,3.1052631578947367,140.60127204882573
293.75,3.3421052631578947,136.99855814116557
293.75,3.5789473684210527,132.75642671193165
293.75,3.81578947368421,127.74127670586465
293.75,4.052631578947368,117.41887954294636
293.75,4.289473684210526,125.50335425355767
293.75,4.526315789473684,122.0252805410787
293.75,4.763157894736842,119.97631523860845
293.75,5.0,109.86625712089845
312.5,0.5,112.09471729795868
312.5,0.7368421052631579,125.1341853192961
312.5,0.9736842105263157,122.03906633597988
312.5,1.2105263157894737,128.01276664475787
312.5,1.4473684210526314,127.11527609117861
312.5,1.6842105263157894,129.4908859606366
312.5,1.9210526315789473,136.40194534566947
312.5,2.1578947368421053,131.49872372733418
312.5,2.394736842105263,136.92797230575755
312.5,2.631578947368421,133.87283408279058
312.5,2.8684210526315788,131.64330833652264
312.5,3.1052631578947367,129.90150780370942
312.5,3.3421052631578947,130.1896162265896
312.5,3.5789473684210527,124.3167832074721
312.5,3.81578947368421,130.6208858910255
312.5,4.052631578947368,117.5006476994288
312.5,4.289473684210526,118.67090493708794
312.5,4.526315789473684,115.03818681389228
312.5,4.763157894736842,122.10331047440026
312.5,5.0,113.48277388255788
331.25,0.5,118.90922269734317
331.25,0.7368421052631579,108.69061918744671
331.25,0.9736842105263157,119.82209343460944
331.25,1.2105263157894737,125.30341713601193
331.25,1.4473684210526314,123.63510415690344
331.25,1.6842105263157894,130.91950713848465
331.25,1.9210526315789473,125.37408406528762
331.25,2.1578947368421053,137.37568456934895
331.25,2.394736842105263,144.19185903914888
331.25,2.631578947368421,130.62001772411747
331.25,2.8684210526315788,127.83827686668036
331.25,3.1052631578947367,134.96429080664115
331.25,3.3421052631578947,133.2268080970746
331.25,3.5789473684210527,120.34622618002314
331.25,3.81578947368421,118.49117117767861
331.25,4.052631578947368,116.81476116622378
331.25,4.289473684210526,109.13301060272336
331.25,4.526315789473684,108.89358237284216
331.25,4.763157894736842,106.09771721887125
331.25,5.0,104.91101217447935
350.0,0.5,109.8265755630661
350.0,0.7368421052631579,113.53949471531418
350.0,0.9736842105263157,122.48934456933354
350.0,1.2105263157894737,112.11349295420078
350.0,1.4473684210526314,124.39529620290924
350.0,1.6842105263157894,120.77216104203035
350.0,1.9210526315789473,123.96320776752731
350.0,2.1578947368421053,129.95304482925408
350.0,2.394736842105263,123.33375831324113
350.0,2.631578947368421,130.59625925723603
350.0,2.8684210526315788,127.1480505147495
350.0,3.1052631578947367,126.40962474109338
350.0,3.3421052631578947,123.02479058796014
350.0,3.5789473684210527,131.48702701534395
350.0,3.81578947368421,113.6534053419013
350.0,4.052631578947368,111.81869943551723
350.0,4.289473684210526,108.98956052577091
350.0,4.526315789473684,106.95945650946187
350.0,4.763157894736842,104.18148541609901
350.0,5.0,110.94508265553776
368.75,0.5,113.35252123994927
368.75,0.7368421052631579,105.76468958388419
368.75,0.9736842105263157,106.825064239742
368.75,1.2105263157894737,115.71234093982676
368.75,1.4473684210526314,112.96256898912146
368.75,1.6842105263157894,121.25676435193544
368.75,1.9210526315789473,121.47514142004597
368.75,2.1578947368421053,115.25022679343489
368.75,2.394736842105263,132.93489442770294
368.75,2.631578947368421,133.9135988917934
368.75,2.8684210526315788,119.50184602126228
368.75,3.1052631578947367,118.2588606213727
368.75,3.3421052631578947,119.25827432204558
368.75,3.5789473684210527,117.1328102657246
368.75,3.81578947368421,116.38482662652204
368.75,4.052631578947368,120.77470690435806
368.75,4.289473684210526,107.4705270204245
368.75,4.526315789473684,101.99535588257088
368.75,4.763157894736842,96.72182491255896
368.75,5.0,97.5953498002904
387.5,0.5,102.33436513563102
387.5,0.7368421052631579,113.84121037022051
387.5,0.9736842105263157,104.6487856100823
387.5,1.2105263157894737,110.72420291608923
387.5,1.4473684210526314,111.89156973016256
387.5,1.6842105263157894,120.28407163039832
387.5,1.9210526315789473,129.3451884451576
387.5,2.1578947368421053,116.42460350381945
387.5,2.394736842105263,119.00017120846152
387.5,2.631578947368421,126.40501491166115
387.5,2.8684210526315788,122.22524692181578
387.5,3.1052631578947367,125.6809050497328
387.5,3.3421052631578947,116.99858829505088
387.5,3.5789473684210527,109.91406586185418
387.5,3.81578947368421,112.29537941661944
387.5,4.052631578947368,112.51720211344086
387.5,4.289473684210526,108.70767406388156
387.5,4.526315789473684,104.77321226079964
387.5,4.763157894736842,105.20179450057736
387.5,5.0,103.34647795222837
406.25,0.5,105.66079495518764
406.25,0.7368421052631579,104.3619704905798
406.25,0.9736842105263157,102.65125170367888
406.25,1.2105263157894737,106.58883159006136
406.25,1.4473684210526314,114.2562290430681
406.25,1.6842105263157894,106.5074269082217
406.25,1.9210526315789473,114.80389286015398
406.25,2.1578947368421053,113.36225330678425
406.25,2.394736842105263,117.84109253572672
406.25,2.631578947368421,123.82646983935228
406.25,2.8684210526315788,116.02128481378374
406.25,3.1052631578947367,112.92955116183337
406.25,3.3421052631578947,103.52966666352145
406.25,3.5789473684210527,111.69179414592558
406.25,3.81578947368421,108.81952616886326
406.25,4.052631578947368,114.03995782705361
406.25,4.289473684210526,99.31637198312974
406.25,4.526315789473684,99.58259374358285
406.25,4.763157894736842,97.36533947118537
406.25,5.0,101.63726639881737
425.0,0.5,94.52352233806523
425.0,0.7368421052631579,98.76352868148327
425.0,0.9736842105263157,102.77632465384585
425.0,1.2105263157894737,103.03830877367653
425.0,1.4473684210526314,102.24151613777367
425.0,1.6842105263157894,107.81255522764943
425.0,1.9210526315789473,114.57868506508834
425.0,2.1578947368421053,106.44637087136576
425.0,2.394736842105263,114.612216791787
425.0,2.631578947368421,110.18360645161992
425.0,2.8684210526315788,117.29102261830843
425.0,3.1052631578947367,101.33143389713376
425.0,3.3421052631578947,103.78433813206311
425.0,3.5789473684210527,106.09658569111208
425.0,3.81578947368421,109.66972540932959
425.0,4.052631578947368,99.14493290516138
425.0,4.289473684210526,94.32926552442875
425.0,4.526315789473684,104.1426274524661
425.0,4.763157894736842,85.12835155055036
425.0,5.0,79.00597021689958
443.75,0.5,93.45007225026666
443.75,0.7368421052631579,91.10814993086852
443.75,0.9736842105263157,90.88067801960959
443.75,1.2105263157894737,101.89704539439151
443.75,1.4473684210526314,101.94268777938231
443.75,1.6842105263157894,100.27171210947425
443.75,1.9210526315789473,99.059004322435
443.75,2.1578947368421053,112.19123400982178
443.75,2.394736842105263,113.44837431084594
443.75,2.631578947368421,109.43833120741888
443.75,2.8684210526315788,116.79897445392255
443.75,3.1052631578947367,99.84694458942187
443.75,3.3421052631578947,95.20132151379735
443.75,3.5789473684210527,97.00098596638325
443.75,3.81578947368421,97.8641751813804
443.75,4.052631578947368,96.94038145713978
443.75,4.289473684210526,92.14908286861309
443.75,4.526315789473684,92.74711908783463
443.75,4.763157894736842,82.36072393167937
443.75,5.0,93.4688230203663
462.5,0.5,87.08924410803715
462.5,0.7368421052631579,95.45490021057222
462.5,0.9736842105263157,93.95046883715167
462.5,1.2105263157894737,96.88902925366367
462.5,1.4473684210526314,99.82252061168734
462.5,1.6842105263157894,101.58064806324447
462.5,1.9210526315789473,104.9241401151272
462.5,2.1578947368421053,110.7247100190832
462.5,2.394736842105263,107.42997426955998
462.5,2.631578947368421,109.72922931425836
462.5,2.8684210526315788,103.36711100224808
462.5,3.1052631578947367,108.6479544983
462.5,3.3421052631578947,95.6969858581247
462.5,3.5789473684210527,105.71522848034355
462.5,3.81578947368421,94.14131550993618
462.5,4.052631578947368,84.81980869993608
462.5,4.289473684210526,90.24578523244868
462.5,4.526315789473684,83.83158381788874
462.5,4.763157894736842,89.0716387975752
462.5,5.0,79.23688010348805
481.25,0.5,81.5190828339261
481.25,0.7368421052631579,76.67071739790393
481.25,0.9736842105263157,86.22531050901776
481.25,1.2105263157894737,78.73586652474995
481.25,1.4473684210526314,85.3041700930977
481.25,1.6842105263157894,99.39417854387938
481.25,1.9210526315789473,101.88952710904364
481.25,2.1578947368421053,102.45623517734587
481.25,2.394736842105263,97.86248770540656
481.25,2.631578947368421,102.1956537456059
481.25,2.8684210526315788,100.04777677823138
481.25,3.1052631578947367,91.90554497508991
481.25,3.3421052631578947,102.84593887725681
481.25,3.5789473684210527,97.34733776866784
481.25,3.81578947368421,89.48728439400958
481.25,4.052631578947368,88.35811340549897
481.25,4.289473684210526,86.8971771976325
481.25,4.526315789473684,73.2781677631417
481.25,4.763157894736842,79.88253414002861
481.25,5.0,75.34007876001101
500.0,0.5,74.99189995052542
500.0,0.7368421052631579,80.9629195882018
500.0,0.9736842105263157,93.72527473951077
500.0,1.2105263157894737,90.30947746422979
500.0,1.4473684210526314,86.61778926161233
500.0,1.6842105263157894,94.70501916993868
500.0,1.9210526315789473,101.20730349871948
500.0,2.1578947368421053,101.2021157829849
500.0,2.394736842105263,99.2455202706535
500.0,2.631578947368421,95.44952663778793
500.0,2.8684210526315788,99.80690604175217
500.0,3.1052631578947367,95.91479534816138
500.0,3.3421052631578947,96.05491346855972
500.0,3.5789473684210527,92.38638532419932
500.0,3.81578947368421,92.08986883975456
500.0,4.052631578947368,81.79750815272348
500.0,4.289473684210526,88.69223348606637
500.0,4.526315789473684,80.72484012872515
500.0,4.763157894736842,87.74472541575791
500.0,5.0,71.55406090955216
